Incident Type,Council District,Mental Health Flag,Priority Level,Response Datetime,Response Year,Response Month,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Number of Units Arrived,Unit Time on Scene,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2020-05-23T00:58:43Z,2020,May,Sat,0,2020-05-23T01:01:46Z,2020-05-23T01:05:20Z,David,Wrong Way Motorists On Hsr,Traffic Stop/Hazard,1,214,208,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2014-08-16T01:43:29Z,2014,Aug,Sat,1,2014-08-16T02:46:19Z,2014-08-16T02:58:05Z,George,Suspicious Person,Suspicious Things,1,706,3858,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2024-02-01T03:27:08Z,2024,Feb,Thu,3,2024-02-01T03:32:47Z,2024-02-01T05:01:45Z,Adam,Alarm Burglar,Alarms,2,10471,347,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2021-03-15T02:21:29Z,2021,Mar,Mon,2,2021-03-15T02:30:25Z,2021-03-15T02:48:40Z,Henry,Traffic Hazard,Traffic Stop/Hazard,2,1790,633,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2018-04-03T08:04:57Z,2018,Apr,Tue,8,2018-04-03T09:17:53Z,2018-04-03T09:36:05Z,Ida,Crash Service,Crashes,1,1092,4678,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2018-10-22T07:52:35Z,2018,Oct,Mon,7,2018-10-22T08:14:30Z,2018-10-22T09:08:47Z,Baker,Auto Theft,Auto Theft,1,3257,1390,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2021-07-10T02:32:50Z,2021,Jul,Sat,2,2021-07-10T02:35:22Z,2021-07-10T02:41:43Z,Frank,Disturbance Other,Disturbance,2,666,260,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2024-08-21T00:47:07Z,2024,Aug,Wed,0,2024-08-21T02:15:53Z,2024-08-21T02:16:49Z,David,Service,Other,1,56,5438,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2016-11-14T08:37:34Z,2016,Nov,Mon,8,2016-11-14T08:41:19Z,2016-11-14T10:35:48Z,David,Crash Urgent,Crashes,4,10572,312,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2023-09-15T09:18:51Z,2023,Sep,Fri,9,2023-09-15T09:22:15Z,2023-09-15T09:53:19Z,Ida,Crash Urgent,Crashes,1,1864,312,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-04-18T08:27:51Z,2014,Apr,Fri,8,2014-04-18T08:50:24Z,2014-04-18T10:07:53Z,Frank,Alarm Burglar,Alarms,1,4649,1359,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2018-03-24T19:43:19Z,2018,Mar,Sat,19,2018-03-24T20:27:42Z,2018-03-24T20:45:04Z,Henry,Animal Service,Animal Related,1,1042,2703,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2019-07-14T21:37:29Z,2019,Jul,Sun,21,2019-07-14T21:44:07Z,2019-07-14T21:59:06Z,Edward,Service,Other,2,1078,460,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2014-03-15T00:45:31Z,2014,Mar,Sat,0,2014-03-15T01:03:42Z,2014-03-15T01:11:11Z,Ida,Disturbance Service,Disturbance,1,449,1143,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2017-10-20T19:19:18Z,2017,Oct,Fri,19,2017-10-20T20:05:35Z,2017-10-20T20:20:12Z,Frank,Traffic Impediment,Traffic Stop/Hazard,1,877,2828,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2020-03-12T10:06:03Z,2020,Mar,Thu,10,2020-03-12T10:10:19Z,2020-03-12T10:24:32Z,Henry,Disturbance Hs,Disturbance,3,2153,274,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2020-10-11T07:13:50Z,2020,Oct,Sun,7,2020-10-11T07:21:40Z,2020-10-11T07:58:33Z,Ida,Check Welfare Service,Welfare Check,1,2213,625,0,0,0
Dispatched Incident,1,Mental Health Incident,Priority 1,2021-07-29T19:28:22Z,2021,Jul,Thu,19,2021-07-29T19:43:35Z,2021-07-29T20:56:01Z,Charlie,Service,Other,3,7625,820,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2015-05-21T00:04:04Z,2015,May,Thu,0,2015-05-21T00:11:23Z,2015-05-21T01:14:01Z,Ida,Disturbance Other,Disturbance,3,6190,471,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2019-11-09T18:39:12Z,2019,Nov,Sat,18,2019-11-09T19:54:35Z,2019-11-09T21:51:14Z,George,Aircraft Alert 2,Assistance,1,6999,4613,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2022-11-26T18:33:10Z,2022,Nov,Sat,18,2022-11-26T19:19:37Z,2022-11-26T20:46:08Z,Charlie,Crash Hs,Crashes,2,6865,2843,0,0,0
Dispatched Incident,9,Mental Health Incident,Priority 1,2019-02-05T16:56:48Z,2019,Feb,Tue,16,2019-02-05T17:22:49Z,2019-02-05T21:16:52Z,George,Check Welfare Service,Welfare Check,4,13935,1237,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2018-05-06T07:01:33Z,2018,May,Sun,7,2018-05-06T07:50:54Z,2018-05-06T07:58:30Z,Edward,Alarm Burglar,Alarms,1,456,3028,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2015-06-05T17:44:51Z,2015,Jun,Fri,17,2015-06-05T18:01:08Z,2015-06-05T18:21:36Z,David,Alarm Burglar,Alarms,1,1228,1050,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 1,2024-05-16T19:50:48Z,2024,May,Thu,19,2024-05-16T19:56:42Z,2024-05-16T21:35:41Z,Henry,Check Welfare Urgent,Welfare Check,2,11820,542,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2023-07-24T02:16:44Z,2023,Jul,Mon,2,2023-07-24T02:51:19Z,2023-07-24T03:23:32Z,David,Disturbance Other,Disturbance,1,1933,2109,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-04-04T10:05:06Z,2014,Apr,Fri,10,2014-04-04T10:17:31Z,2014-04-04T10:22:00Z,Ida,Suspicious Vehicle,Suspicious Things,1,269,766,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2023-10-22T15:54:59Z,2023,Oct,Sun,15,2023-10-22T16:50:07Z,2023-10-22T17:14:36Z,Charlie,Suspicious Person,Suspicious Things,1,1469,3362,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2020-01-30T13:13:52Z,2020,Jan,Thu,13,2020-01-30T13:14:03Z,2020-01-30T14:07:17Z,David,Service,Other,1,3194,90,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2014-09-18T12:34:18Z,2014,Sep,Thu,12,2014-09-18T14:12:49Z,2014-09-18T15:31:06Z,Adam,Auto Theft Service,Auto Theft,2,7643,6017,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2017-08-20T10:30:07Z,2017,Aug,Sun,10,2017-08-20T10:36:22Z,2017-08-20T10:39:50Z,David,Pedestrian On Hsr,Traffic Stop/Hazard,2,401,546,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 0,2016-05-30T09:38:46Z,2016,May,Mon,9,2016-05-30T09:42:36Z,2016-05-30T09:59:41Z,Adam,Disturbance Hs,Disturbance,3,2323,329,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2017-06-29T15:12:27Z,2017,Jun,Thu,15,2017-06-29T15:28:04Z,2017-06-29T16:51:46Z,Charlie,Crash Hs,Crashes,4,12294,972,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2019-09-13T22:31:14Z,2019,Sep,Fri,22,2019-09-13T22:36:17Z,2019-09-13T23:18:21Z,Baker,Traffic Hazard,Traffic Stop/Hazard,2,3301,464,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2017-01-16T22:02:21Z,2017,Jan,Mon,22,2017-01-16T22:05:59Z,2017-01-16T22:53:28Z,Edward,Nature Unknown Urgent,Other,3,5349,243,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2021-06-29T01:50:10Z,2021,Jun,Tue,1,2021-06-29T01:52:17Z,2021-06-29T02:30:05Z,Henry,Crash Hs,Crashes,6,7751,180,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2015-03-15T12:07:07Z,2015,Mar,Sun,12,2015-03-15T14:35:17Z,2015-03-15T15:38:29Z,Henry,Service,Other,1,3792,8896,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2019-01-02T12:16:24Z,2019,Jan,Wed,12,2019-01-02T12:31:06Z,2019-01-02T14:06:39Z,Charlie,Crash Urgent,Crashes,1,5733,986,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2014-09-23T11:29:59Z,2014,Sep,Tue,11,2014-09-23T12:11:29Z,2014-09-23T12:35:05Z,Charlie,Doc / C.o. Violation,Disorderly Conduct,1,1416,2555,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2021-12-31T16:00:20Z,2021,Dec,Fri,16,2021-12-31T16:06:11Z,2021-12-31T17:28:40Z,David,Assist Non Emergency,Assistance,5,14578,340,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 1,2024-10-09T08:26:16Z,2024,Oct,Wed,8,2024-10-09T10:04:43Z,2024-10-09T10:14:28Z,David,Disturbance Urgent,Disturbance,1,585,5971,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2018-09-07T05:24:30Z,2018,Sep,Fri,5,2018-09-07T07:51:35Z,2018-09-07T13:49:40Z,Frank,Disturbance Service,Disturbance,4,33139,8920,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2024-01-26T12:51:37Z,2024,Jan,Fri,12,2024-01-26T12:58:43Z,2024-01-26T13:45:49Z,Ida,Service,Other,2,4740,522,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2018-09-19T16:31:24Z,2018,Sep,Wed,16,2018-09-19T16:43:49Z,2018-09-19T17:46:31Z,Adam,Assist Non Emergency,Assistance,2,5490,745,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2023-06-20T10:32:05Z,2023,Jun,Tue,10,2023-06-20T10:40:13Z,2023-06-20T10:45:36Z,David,Alarm Robbery,Alarms,1,323,527,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2017-02-25T00:03:21Z,2017,Feb,Sat,0,2017-02-25T00:07:41Z,2017-02-25T07:03:37Z,Adam,Traffic Hazard,Traffic Stop/Hazard,5,53667,326,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2018-10-07T22:42:04Z,2018,Oct,Sun,22,2018-10-07T22:45:18Z,2018-10-07T23:42:00Z,Frank,Auto Theft Bait Vehicle,Auto Theft,1,3402,317,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 0,2022-04-29T19:38:18Z,2022,Apr,Fri,19,2022-04-29T19:39:29Z,2022-04-29T20:11:56Z,Ida,Traffic Hazard Hs,Traffic Stop/Hazard,1,1947,104,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2023-10-16T07:23:45Z,2023,Oct,Mon,7,2023-10-16T07:33:31Z,2023-10-16T08:45:38Z,Edward,Disturbance Urgent,Disturbance,2,8363,639,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2018-02-14T06:16:37Z,2018,Feb,Wed,6,2018-02-14T06:47:13Z,2018-02-14T14:55:07Z,Baker,Auto Theft Service,Auto Theft,4,39419,2082,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-05-11T19:22:19Z,2014,May,Sun,19,2014-05-11T19:34:05Z,2014-05-11T19:48:00Z,Adam,Assist Non Emergency,Assistance,1,835,1081,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2018-12-10T23:35:00Z,2018,Dec,Mon,23,2018-12-10T23:43:21Z,2018-12-10T23:54:27Z,David,Alarm Burglar,Alarms,1,666,508,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2024-07-17T06:19:38Z,2024,Jul,Wed,6,2024-07-17T06:56:10Z,2024-07-17T07:05:04Z,Frank,Traffic Hazard,Traffic Stop/Hazard,1,534,2210,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2020-07-22T19:16:15Z,2020,Jul,Wed,19,2020-07-22T20:28:45Z,2020-07-22T20:31:39Z,Henry,Trespass Urgent,Trespassing,2,348,4379,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 0,2024-12-06T11:03:45Z,2024,Dec,Fri,11,2024-12-06T11:14:51Z,2024-12-06T16:16:42Z,Henry,Disturbance Hs,Disturbance,4,41797,701,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2016-07-20T11:00:30Z,2016,Jul,Wed,11,2016-07-20T11:17:48Z,2016-07-20T13:09:12Z,George,Service,Other,1,6684,1123,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2020-05-25T10:35:08Z,2020,May,Mon,10,2020-05-25T10:50:09Z,2020-05-25T11:27:53Z,Henry,Trespass Urgent,Trespassing,2,2919,939,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2022-02-28T11:11:49Z,2022,Feb,Mon,11,2022-02-28T11:22:03Z,2022-02-28T11:38:11Z,Adam,Traffic Hazard Hs,Traffic Stop/Hazard,1,968,657,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 1,2015-07-11T20:21:32Z,2015,Jul,Sat,20,2015-07-11T20:30:35Z,2015-07-11T20:37:49Z,Baker,Check Welfare Urgent,Welfare Check,1,434,567,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2023-10-04T08:02:12Z,2023,Oct,Wed,8,2023-10-04T08:19:21Z,2023-10-04T08:24:19Z,Henry,Trespass Urgent,Trespassing,1,298,1073,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2019-11-06T07:28:34Z,2019,Nov,Wed,7,2019-11-06T07:40:30Z,2019-11-06T07:55:36Z,David,Disturbance Other,Disturbance,1,906,766,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2019-10-04T13:01:26Z,2019,Oct,Fri,13,2019-10-04T14:13:37Z,2019-10-04T15:32:56Z,Charlie,Crash Urgent,Crashes,2,9008,4426,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2021-10-03T01:25:40Z,2021,Oct,Sun,1,2021-10-03T01:29:36Z,2021-10-03T02:29:44Z,Charlie,Crash Hs,Crashes,4,7426,286,0,0,0
Dispatched Incident,1,Mental Health Incident,Priority 1,2021-04-26T05:25:47Z,2021,Apr,Mon,5,2021-04-26T05:28:56Z,2021-04-26T05:37:43Z,Charlie,Check Welfare Urgent,Welfare Check,3,1445,346,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 1,2021-12-04T01:41:17Z,2021,Dec,Sat,1,2021-12-04T01:47:23Z,2021-12-04T01:53:24Z,Charlie,Shots Fired,Shoot/Stab,5,575,390,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2018-04-29T17:57:49Z,2018,Apr,Sun,17,2018-04-29T18:01:56Z,2018-04-29T19:08:36Z,Ida,Disturbance Hs,Disturbance,2,6353,291,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 3,2016-07-08T07:35:05Z,2016,Jul,Fri,7,2016-07-08T07:47:55Z,2016-07-08T09:36:55Z,Baker,Check Welfare Urgent,Welfare Check,2,10441,858,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2015-02-08T04:57:15Z,2015,Feb,Sun,4,2015-02-08T05:01:09Z,2015-02-08T06:53:04Z,Adam,Hang-Ups,Other,3,14759,258,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2021-12-11T12:01:42Z,2021,Dec,Sat,12,2021-12-11T12:09:59Z,2021-12-11T14:20:25Z,George,Suspicious Person,Suspicious Things,2,9026,560,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2018-05-11T14:11:18Z,2018,May,Fri,14,2018-05-11T14:20:47Z,2018-05-11T14:21:37Z,David,Suspicious Person,Suspicious Things,1,50,628,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2016-07-27T11:09:28Z,2016,Jul,Wed,11,2016-07-27T11:17:50Z,2016-07-27T16:03:29Z,Henry,Nature Unknown Urgent,Other,4,29858,526,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2018-04-28T14:34:30Z,2018,Apr,Sat,14,2018-04-28T15:01:44Z,2018-04-28T15:05:51Z,Ida,Traffic Hazard,Traffic Stop/Hazard,1,247,1894,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2016-11-05T12:46:50Z,2016,Nov,Sat,12,2016-11-05T13:02:05Z,2016-11-05T13:21:42Z,David,Alarm Robbery,Alarms,3,2774,954,0,0,0
Dispatched Incident,2,Mental Health Incident,Priority 0,2014-12-26T10:35:03Z,2014,Dec,Fri,10,2014-12-26T10:41:23Z,2014-12-26T12:35:38Z,Frank,Check Welfare Urgent,Welfare Check,4,12665,445,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2020-11-11T17:34:33Z,2020,Nov,Wed,17,2020-11-11T17:42:40Z,2020-11-11T18:21:03Z,Ida,Id Property Crimes,Administrative,1,2303,556,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2021-05-07T09:08:21Z,2021,May,Fri,9,2021-05-07T09:10:12Z,2021-05-07T09:26:37Z,Baker,Disturbance Urgent,Disturbance,1,985,198,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2020-02-22T08:16:31Z,2020,Feb,Sat,8,2020-02-22T08:27:36Z,2020-02-22T09:49:30Z,Ida,Robbery Urgent,Robbery,4,12137,739,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2017-11-12T15:08:22Z,2017,Nov,Sun,15,2017-11-12T16:06:20Z,2017-11-12T17:36:18Z,Adam,Service,Other,1,5398,3549,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2023-10-09T23:15:47Z,2023,Oct,Mon,23,2023-10-10T00:00:39Z,2023-10-10T00:26:35Z,Frank,Alarm Burglar,Alarms,1,1556,2828,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2024-11-03T11:10:52Z,2024,Nov,Sun,11,2024-11-03T11:24:01Z,2024-11-03T12:32:53Z,Ida,Auto Theft Service,Auto Theft,1,4132,1090,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2017-03-19T03:16:46Z,2017,Mar,Sun,3,2017-03-19T03:21:35Z,2017-03-19T03:44:02Z,George,Crash Service,Crashes,1,1348,337,0,0,0
Dispatched Incident,4,Mental Health Incident,Priority 2,2021-01-13T09:44:58Z,2021,Jan,Wed,9,2021-01-13T09:57:50Z,2021-01-13T11:04:34Z,Ida,Suspicious Person,Suspicious Things,2,7870,823,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2018-08-16T15:36:35Z,2018,Aug,Thu,15,2018-08-16T15:52:02Z,2018-08-16T17:32:24Z,Charlie,Crash Hs,Crashes,3,11186,968,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2015-11-11T15:06:25Z,2015,Nov,Wed,15,2015-11-11T15:23:00Z,2015-11-12T00:45:13Z,Charlie,Crash Hs,Crashes,6,66503,1060,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2024-04-02T20:37:48Z,2024,Apr,Tue,20,2024-04-02T21:04:27Z,2024-04-02T21:57:27Z,David,Trespass Urgent,Trespassing,2,4437,1641,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2015-04-16T08:42:33Z,2015,Apr,Thu,8,2015-04-16T08:50:18Z,2015-04-16T13:06:10Z,David,Burglary Vehicle,Theft,4,38927,509,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-01-20T14:42:19Z,2014,Jan,Mon,14,2014-01-20T14:50:34Z,2014-01-20T15:26:13Z,Henry,Disturbance Other,Disturbance,1,2139,525,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2017-07-07T08:32:33Z,2017,Jul,Fri,8,2017-07-07T08:32:33Z,2017-07-07T09:20:56Z,Ida,Community Police,Administrative,1,2903,0,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2023-04-30T10:52:22Z,2023,Apr,Sun,10,2023-04-30T16:21:44Z,2023-04-30T17:18:11Z,Charlie,Auto Theft Service,Auto Theft,1,3387,19950,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2020-12-12T08:06:56Z,2020,Dec,Sat,8,2020-12-12T08:12:31Z,2020-12-12T08:24:06Z,Baker,Alarm Burglar,Alarms,1,695,363,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2017-08-31T21:49:06Z,2017,Aug,Thu,21,2017-08-31T21:54:53Z,2017-08-31T23:06:22Z,Ida,Disturbance Other,Disturbance,1,4289,366,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 0,2023-11-03T18:36:09Z,2023,Nov,Fri,18,2023-11-03T18:41:54Z,2023-11-03T19:01:27Z,David,Crash Hs,Crashes,3,1985,454,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2021-07-12T15:07:54Z,2021,Jul,Mon,15,2021-07-12T15:15:44Z,2021-07-12T15:26:57Z,George,Alarm Burglar,Alarms,2,1224,519,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2018-01-17T11:12:57Z,2018,Jan,Wed,11,2018-01-17T11:33:01Z,2018-01-17T11:41:42Z,George,Hang-Ups,Other,1,521,1224,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2019-11-23T22:24:32Z,2019,Nov,Sat,22,2019-11-23T22:27:54Z,2019-11-23T22:58:13Z,Edward,Assist Non Emergency,Assistance,1,1819,426,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2020-11-06T20:04:57Z,2020,Nov,Fri,20,2020-11-06T20:06:54Z,2020-11-06T20:12:40Z,Airport,Airport Assist,Assistance,2,691,117,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2019-09-08T23:50:51Z,2019,Sep,Sun,23,2019-09-08T23:52:59Z,2019-09-08T23:55:59Z,Ida,Pedestrian On Hsr,Traffic Stop/Hazard,2,272,233,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2019-11-01T14:48:31Z,2019,Nov,Fri,14,2019-11-01T14:53:06Z,2019-11-01T21:44:55Z,Henry,Crash Service,Crashes,9,54901,282,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2019-03-12T12:19:48Z,2019,Mar,Tue,12,2019-03-12T12:30:55Z,2019-03-12T12:41:05Z,George,Hang-Ups,Other,1,610,682,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2017-08-24T20:15:32Z,2017,Aug,Thu,20,2017-08-24T20:20:07Z,2017-08-24T20:48:02Z,Ida,Suspicious Person,Suspicious Things,1,1675,324,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2023-08-31T22:02:03Z,2023,Aug,Thu,22,2023-08-31T23:32:30Z,2023-09-01T00:19:26Z,Baker,Missing Service,Missing Persons/Kidnapping,3,7661,5449,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2020-09-08T23:09:03Z,2020,Sep,Tue,23,2020-09-08T23:23:03Z,2020-09-08T23:51:24Z,Adam,Assist Non Emergency,Assistance,2,2255,945,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2022-05-03T00:03:51Z,2022,May,Tue,0,2022-05-03T00:27:39Z,2022-05-03T00:52:09Z,Baker,Disturbance Other,Disturbance,2,2719,1501,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2019-02-25T08:52:35Z,2019,Feb,Mon,8,2019-02-25T08:57:24Z,2019-02-25T15:14:39Z,Adam,Suspicious Person,Suspicious Things,4,49295,363,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2022-11-21T12:33:22Z,2022,Nov,Mon,12,2022-11-21T13:01:23Z,2022-11-21T13:13:17Z,Adam,Suspicious Person,Suspicious Things,1,714,1737,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2016-12-03T22:24:20Z,2016,Dec,Sat,22,2016-12-03T22:29:08Z,2016-12-03T22:45:26Z,David,Disturbance Other,Disturbance,4,2520,324,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 1,2015-10-31T19:43:11Z,2015,Oct,Sat,19,2015-10-31T19:45:49Z,2015-10-31T20:07:30Z,Charlie,Disturbance Hs,Disturbance,2,2577,212,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2014-11-06T21:51:30Z,2014,Nov,Thu,21,2014-11-06T22:55:16Z,2014-11-06T23:58:36Z,Charlie,Service,Other,1,3800,3838,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2024-04-29T17:54:39Z,2024,Apr,Mon,17,2024-04-29T19:00:20Z,2024-04-29T19:00:53Z,Baker,Trespass Urgent,Trespassing,1,33,3967,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2014-11-05T18:50:51Z,2014,Nov,Wed,18,2014-11-05T21:11:03Z,2014-11-05T22:30:12Z,Henry,Service,Other,1,4749,8507,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2020-05-19T08:21:10Z,2020,May,Tue,8,2020-05-19T08:25:17Z,2020-05-19T08:59:08Z,Ida,Traffic Hazard Hs,Traffic Stop/Hazard,1,2031,360,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2017-10-18T17:58:28Z,2017,Oct,Wed,17,2017-10-18T20:26:29Z,2017-10-18T20:42:49Z,Edward,Auto Theft Bait Vehicle,Auto Theft,1,980,9182,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2022-04-14T21:30:49Z,2022,Apr,Thu,21,2022-04-14T22:06:52Z,2022-04-14T22:26:06Z,Baker,Crash Urgent,Crashes,1,1154,2187,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2014-12-07T04:51:05Z,2014,Dec,Sun,4,2014-12-07T05:01:17Z,2014-12-07T05:08:19Z,David,Union Pacific Crim Trespass,Trespassing,1,422,677,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-02-14T21:59:26Z,2014,Feb,Fri,21,2014-02-14T22:07:34Z,2014-02-14T22:51:32Z,Edward,Suspicious Person,Suspicious Things,2,4400,552,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2017-04-17T12:48:48Z,2017,Apr,Mon,12,2017-04-17T17:51:44Z,2017-04-17T19:09:36Z,Henry,Auto Theft Service,Auto Theft,1,4672,18477,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2015-03-17T12:28:18Z,2015,Mar,Tue,12,2015-03-17T13:00:16Z,2015-03-17T13:05:11Z,Baker,Hang-Ups,Other,1,295,1938,0,0,0
